   197.189.194.147 37153   0.0                (Johannesburg, Gauteng, ZA, AF) atlas-anchor-jnb1.jnb.net.host-h.net                                                                
   197.189.194.145 37153   2.262              (Johannesburg, Gauteng, ZA, AF)                                                                                                     
   197.189.193.3   37153   0.476              (Johannesburg, Gauteng, ZA, AF) core-router2.jnb1.host-h.net                                                                        
   196.223.14.155  *       1.432              (Johannesburg, Gauteng, ZA, AF)                                                                                                     
   41.175.242.66   30844   2.33                       (Bela-Bela, LP, ZA, AF) *                                                                                                   
   41.175.242.17   30844   1.929                   (Johannesburg, GT, ZA, AF) hu-0-0-0-1.lza-p4-jhb.liquidtelecom.net                                                             
   41.60.135.93    30844   2.041                       (Mokopane, LP, ZA, AF) be-20.lza-pe2-jhb.liquidtelecom.net                                                                 
   41.60.134.175   12008   1.586                      (Bela-Bela, LP, ZA, AF) 41.60.134.175.liquidtelecom.net                                                                     
   156.154.135.254 12008   1.659              (Johannesburg, Gauteng, ZA, AF)                                                                                                     
