   107.162.223.5   55002   0.0                  (Seattle, Washington, US, NA)                                                                                                     
   107.162.223.1   55002   1.596                (Seattle, Washington, US, NA)                                                                                                     
   152.44.129.57   11404   1.049                (Seattle, Washington, US, NA)                                                                                                     
   62.115.49.138   1299    1.067                (Seattle, Washington, US, NA) sea-b1-link.ip.twelve99.net                                                                         
   62.115.132.152  1299    20.769              (San Jose, California, US, NA) sjo-b23-link.ip.twelve99.net                                                                        
   62.115.115.216  1299    21.944           (Santa Clara, California, US, NA) palo-b24-link.ip.twelve99.net                                                                       
   62.115.119.91   1299    33.602           (Los Angeles, California, US, NA) lax-b22-link.ip.twelve99.net                                                                        
   62.115.44.181   1299    31.439           (Los Angeles, California, US, NA) marbisgmbh-ic-383539.ip.twelve99-cust.net                                                           
   37.10.126.72    199610  28.6             (Los Angeles, California, US, NA)                                                                                                     
