   213.158.113.5   13101   0.0                     (Hamburg, Hamburg, DE, EU) ripe-anchor.gallifrey.tng.de                                                                        
   213.158.113.28  13101   0.392           (Kiel, Schleswig-Holstein, DE, EU)                                                                                                     
   82.97.188.3     13101   0.733           (Kiel, Schleswig-Holstein, DE, EU) kel1.tng.de                                                                                         
   213.178.75.134  13101   0.689           (Kiel, Schleswig-Holstein, DE, EU) kel1.tng.de                                                                                         
   213.178.80.33   13101   2.702                   (Hamburg, Hamburg, DE, EU) ham1.tng.de                                                                                         
   185.1.210.35    *       2.753                   (Hamburg, Hamburg, DE, EU) hhb002isp006.versatel.de                                                                            
   62.214.137.217  8881    2.756                         (Berlin, BE, DE, EU) *                                                                                                   
   62.214.137.218  200567  4.052 (5.913)         (Frankfurt am Main, HE, DE, EU) fra1ik113.versatel.de                                                                               
   185.70.144.118  200567  5.348                   (Hamburg, Hamburg, DE, EU)                                                                                                     
