   139.99.78.22    16276   0.0                 (Singapore, Singapore, SG, AS) sg-sin-as16276.anchors.atlas.ripe.net                                                               
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   10.29.210.254   *       0.708                                          ***                                                                                                     
   10.29.192.52    *       0.45                                           ***                                                                                                     
   10.29.135.96    *       0.936                                          ***                                                                                                     
   10.133.65.54    *       0.824                                          ***                                                                                                     
   10.75.0.80      *       1.354                                          ***                                                                                                     
   10.75.248.16    *       1.1                                            ***                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   10.200.0.198    *       1.525                                          ***                                                                                                     
╭─ 103.16.102.21   131111  1.823                     (Singapore, 1, SG, None) moratel.sgix.sg                                                                                     
S&T (131111, 45701)  australia-singapore-cable-asc ✘ || indigo-west ✘ || indonesia-global-gateway-igg-system ✓ || jakarta-bangka-bintan-batam-singapore-b3js ✘ || seamewe-3 ✘ || matrix-cable-system ✘ || b2js-jakarta-bangka-batam-singapore-cable-system ✘ || jasuka ✓ || jakabare ✘
╰─ 103.129.217.2   45701   16.115                        (None, None, ID, AS) *                                                                                                   
   103.129.217.2   45701   16.115                        (None, None, ID, AS) *                                                                                                   
   202.58.202.244  *       15.766                  (Jakarta, Jakarta, ID, AS) ae-0-0-r2-jkt1.globalxtreme.net                                                                     
   103.225.148.38  45701   15.681                  (Jakarta, Jakarta, ID, AS) ip-38-148-225-103.globalxtreme.net                                                                  
