   194.50.88.164   39617   0.0             (Newark on Trent, England, GB, EU) uk-ldr-as39617.anchors.atlas.ripe.net                                                               
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   10.69.2.145     *       27.337                                         ***                                                                                                     
   10.69.5.21      *       27.641                                         ***                                                                                                     
   10.69.3.65      *       25.416                                         ***                                                                                                     
╭─ 195.66.224.193  9002    31.823                     (London, ENG, GB, None) linx-224.retn.net                                                                                   
S&T (9002)  
╰─ 87.245.233.27   9002    33.764                     (Amsterdam, NH, NL, EU) ae1-4.RT.EVO.AMS.NL.retn.net                                                                        
   87.245.227.11   204995  32.274                     (Amsterdam, NH, NL, EU) GW-RTBHouse.retn.net                                                                                
   ***             *       -inf                                           *** *                                                                                                   
   185.184.8.158   204995  38.99           (Amsterdam, North Holland, NL, EU) ip-185-184-8-158.rtbhouse.net                                                                       
