   203.41.0.43     1221    0.0              (Sydney, New South Wales, AU, OC)                                                                                                     
   203.41.0.41     1221    0.198            (Sydney, New South Wales, AU, OC)                                                                                                     
   203.48.8.166    1221    0.311            (Sydney, New South Wales, AU, OC) tel4239945.lnk.telstra.net                                                                          
   203.48.8.165    1221    0.801            (Sydney, New South Wales, AU, OC) bundle-ether803-206.chw-edge903.sydney.telstra.net                                                  
   203.50.11.176   1221    1.268                        (Sydney, NSW, AU, OC) bundle-ether17.chw-core10.sydney.telstra.net                                                        
   203.50.12.133   1221    0.859            (Sydney, New South Wales, AU, OC) ae0.alx-edge421.sydney.telstra.net                                                                  
   61.8.28.114     1221    1.037            (Sydney, New South Wales, AU, OC) voc4109505.lnk.telstra.net                                                                          
   114.31.192.64   4826    0.982                        (Sydney, NSW, AU, OC) be116.cor01.syd11.nsw.vocus.network                                                                 
   114.31.192.71   4826    1.289            (Sydney, New South Wales, AU, OC) be1.bdr02.syd11.nsw.vocus.network                                                                   
   114.31.201.91   4826    1.059            (Sydney, New South Wales, AU, OC) 91.201.31.114.core.vocus.network                                                                    
