   152.195.80.35   15133   0.0                     (Atlanta, Georgia, US, NA)                                                                                                     
   152.195.80.33   15133   1.037                   (Atlanta, Georgia, US, NA)                                                                                                     
   198.32.132.12   19151   1.33                         (Atlanta, GA, US, NA) telx.10ge.atl.bboi.net                                                                              
   66.216.2.28     13645   16.129                    (Boca Raton, FL, US, NA) *                                                                                                   
   66.216.52.1     13645   16.186                    (Boca Raton, FL, US, NA) be2.cr02.900.bct.365datacenters.com                                                                 
   66.216.2.161    19151   15.491              (South Plainfield, NJ, US, NA) *                                                                                                   
   66.216.2.12     19151   15.959                         (Tampa, FL, US, NA) *                                                                                                   
   66.216.50.42    19151   16.552                    (Tampa, Florida, US, NA)                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   199.47.174.227  12110   15.857                    (Tampa, Florida, US, NA) atlas-anchor.tampa.coop                                                                             
