   63.218.212.242  3491    0.0               (El Segundo, California, US, NA) yomura.ge-0-0-0-10.br03.lax05.as3491.net                                                            
   63.218.212.241  3491    0.725            (Los Angeles, California, US, NA) ge-0-0-0-10.br03.lax05.as3491.net                                                                   
   63.223.43.202   3491    0.609                    (Los Angeles, CA, US, NA) Bundle-Ether5.br05.lax05.pccwbtn.net                                                                
   63.223.43.202   3491    0.609                    (Los Angeles, CA, US, NA) Bundle-Ether5.br05.lax05.pccwbtn.net                                                                
   63.217.104.98   3491    0.514            (Los Angeles, California, US, NA) iotum-te0-0-0-8-803.br04.lax05.as3491.net                                                           
   4.69.206.169    3356    32.751                        (Dallas, TX, US, NA) ae2.3609.edge2.Dallas2.level3.net                                                                   
   4.14.135.90     19750   33.809                        (Dallas, TX, US, NA) CRITEO.edge2.Dallas2.Level3.net                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   74.119.118.196  19750   37.761                     (Dallas, Texas, US, NA)                                                                                                     
   74.119.118.17   19750   33.826                     (Dallas, Texas, US, NA)                                                                                                     
