   202.214.97.16   2497    0.0                      (Hatsudai, Tokyo, JP, AS)                                                                                                     
   202.214.97.2    2497    1.828                       (Tokyo, Tokyo, JP, AS)                                                                                                     
   210.138.93.41   2497    0.592                       (Tokyo, Tokyo, JP, AS)                                                                                                     
   58.138.114.237  2497    0.966                       (Tokyo, Tokyo, JP, AS) tky009ipgw01.iij.net                                                                                
   58.138.114.145  2497    0.993                       (Tokyo, Tokyo, JP, AS) tky009bb00.iij.net                                                                                  
╭─ 58.138.112.50   2497    1.921                       (Tokyo, Tokyo, JP, AS)                                                                                                     
S (2497)  asia-pacific-gateway-apg ✓ || eac-c2c ✓
╰─ 58.138.80.186   2497    65.332              (Singapore, Singapore, SG, AS) sgp001bb10.iij.net                                                                                  
   27.111.230.150  *       65.516              (Singapore, Singapore, SG, AS) 37468-sg1-ix.equinix.com                                                                            
   102.219.127.20  37468   65.839              (Singapore, Singapore, SG, AS)                                                                                                     
