   107.162.223.5   55002   0.0                  (Seattle, Washington, US, NA)                                                                                                     
   107.162.223.1   55002   0.353                (Seattle, Washington, US, NA)                                                                                                     
   152.44.129.57   11404   0.988                (Seattle, Washington, US, NA)                                                                                                     
   174.127.149.137 11404   0.851                      (Seattle, WA, US, None) be1.cr2-sea-b.bb.as11404.net                                                                        
   206.81.81.26    41095   16.615                     (Seattle, WA, US, None) six.iptp.net                                                                                        
   91.194.117.168  41095   24.531                   (Los Angeles, CA, US, NA) 8-3.r0.102.1w.la.ca.us.iptp.net                                                                     
   98.158.103.225  21699   24.566                   (Los Angeles, CA, US, NA) 40g.la2.la1.coloexchange.com                                                                        
   149.20.160.25   21699   30.184                        (None, None, US, NA) *                                                                                                   
   149.20.162.6    21699   24.559           (Los Angeles, California, US, NA)                                                                                                     
