   149.248.18.65   20473   0.0              (Los Angeles, California, US, NA) 149.248.18.65.vultrusercontent.com                                                                  
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   10.68.2.45      *       0.917                                          ***                                                                                                     
   10.68.1.21      *       1.014                                          ***                                                                                                     
   10.68.1.5       *       0.445                                          ***                                                                                                     
╭─ 206.72.210.219  58453   8.341                  (Los Angeles, CA, US, None) china-mobile.as58453.any2ix.coresite.com                                                            
S (58453)  
╰─ 223.120.6.17    58453   7.903                         (None, None, HK, AS) *                                                                                                   
   223.120.3.90    58453   154.471                       (None, None, HK, AS) *                                                                                                   
   223.119.0.93    202196  154.963                       (None, None, HK, AS) *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   37.10.40.14     202196  157.848             (Hong Kong, Hong Kong, HK, AS)                                                                                                     
