   103.170.232.152 142616  0.0                         (Tokyo, Tokyo, JP, AS) user-103-170-232-152.nrt04.jp.misaka.io                                                             
   103.170.233.4   35487   0.163                 (Tokyo / Narita, 12, JP, AS) po-04.lag.nrt04.jp.misaka.io                                                                        
   103.170.233.2   142616  0.204                       (Tokyo, Tokyo, JP, AS) v290.cr01.eqty8.nrt04.jp.917.as                                                                     
   84.17.33.106    60068   0.313                       (Tokyo, Tokyo, JP, AS) po66-3518.cr01.nrt04.jp.misaka.io                                                                   
   63.217.103.9    3491    1.005                          (Tokyo, 13, JP, AS) 63-217-103-9.static.pccwglobal.net                                                                  
   129.250.9.101   2914    0.697                       (Tokyo, Tokyo, JP, AS) ae-16.a00.tokyjp09.jp.bb.gin.ntt.net                                                                
   61.200.80.190   55569   1.072                         (None, None, JP, AS) ae-0.criteo.tokyjp09.jp.bb.gin.ntt.net                                                              
   ***             *       -inf                                           *** *                                                                                                   
   182.161.74.64   55569   1.192                       (Tokyo, Tokyo, JP, AS)                                                                                                     
   182.161.74.241  55569   1.145                       (Tokyo, Tokyo, JP, AS)                                                                                                     
