   103.133.238.187 132808  0.0                 (Brisbane, Queensland, AU, OC) iptelco.com.au                                                                                      
   103.133.238.130 132808  0.296               (Brisbane, Queensland, AU, OC) vmnet-hsrp66.bdr01-bne-br1.iptelco.net.au                                                           
   218.100.76.25   *       0.761               (Brisbane, Queensland, AU, OC) as4826.qld.ix.asn.au                                                                                
   103.1.77.188    4826    15.113                        (None, None, AU, OC) be203.lsr01.bris.qld.vocus.network                                                                  
   103.1.76.137    4826    15.083                        (None, None, AU, OC) be801.lsr01.brdg.nsw.vocus.network                                                                  
   103.1.77.39     *       14.627           (Sydney, New South Wales, AU, OC) be200.cor03.syd14.nsw.vocus.network                                                                 
   114.31.192.97   4826    14.732           (Sydney, New South Wales, AU, OC) be2.bdr01.syd03.nsw.vocus.network                                                                   
   49.255.250.54   3491    15.104                       (Sydney, NSW, AU, OC) as0.bdr01.syd03.nsw.VOCUS.net.au                                                                    
   63.222.191.5    3491    14.702           (Sydney, New South Wales, AU, OC)                                                                                                     
