   80.82.241.134   28792   0.0                      (London, England, GB, EU) 134-241-82-80.in-addr.pblin.net                                                                     
   80.82.241.133   28792   0.656                    (Oxford, England, GB, EU) 133-241-82-80.in-addr.pblin.net                                                                     
   80.82.243.126   28792   0.234                    (Witney, England, GB, EU) gi0-0-1.oxf-core-02.ip.pblin.net                                                                    
   80.82.243.121   28792   2.852                    (London, England, GB, EU) gi2-0-1.lon-core-01.ip.pblin.net                                                                    
   80.82.243.140   28792   2.862                        (Witney, ENG, GB, EU) gi0-0-0.lon-core-02.ip.pblin.net                                                                    
╭─ 195.66.226.31   12779   3.688                      (London, ENG, GB, None) linx.itgate.net                                                                                     
S&T (12779)  
╰─ 213.254.30.222  12779   22.391                        (Torino, 21, IT, EU) be20.Scooby-Monster.core.TRN.itgate.net                                                             
   213.254.30.223  12779   22.07                         (Torino, 21, IT, EU) po1.nx01.colo.trn1.itgate.net                                                                       
   213.212.129.68  12779   21.961                   (Turin, Piedmont, IT, EU) it-trn-as12779.anchors.atlas.ripe.net                                                               
