   203.41.0.43     1221    0.0              (Sydney, New South Wales, AU, OC)                                                                                                     
   203.41.0.41     1221    0.163            (Sydney, New South Wales, AU, OC)                                                                                                     
   203.48.8.166    1221    0.261            (Sydney, New South Wales, AU, OC) tel4239945.lnk.telstra.net                                                                          
   203.48.8.165    1221    0.799            (Sydney, New South Wales, AU, OC) bundle-ether803-206.chw-edge903.sydney.telstra.net                                                  
   203.50.11.174   1221    1.0                          (Sydney, NSW, AU, OC) bundle-ether2.ken-edge903.sydney.telstra.net                                                        
   203.54.232.146  64098   0.67                          (Medina, WA, AU, OC) ipt3430781.lnk.telstra.net                                                                          
   59.153.9.245    138466  1.013                        (Sydney, NSW, AU, OC) *                                                                                                   
   103.126.52.196  138466  1.21                          (None, None, AU, OC) vl129-bo0.pauseq4rbdr2.datamossa.io                                                                 
   103.126.52.180  138466  1.557            (Sydney, New South Wales, AU, OC) as138466.anchors.atlas.ripe.net                                                                     
