   182.161.74.241  55569   0.0                         (Tokyo, Tokyo, JP, AS)                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   100.66.0.44     *       0.206                                          ***                                                                                                     
   100.66.0.43     *       0.242                                          ***                                                                                                     
   61.200.82.17    2914    0.609                     (Urayasu, Tokyo, JP, AS) ce-4-3-3.a00.tokyjp09.jp.bb.gin.ntt.net                                                             
╭─ 61.213.145.10   4775    1.058                 (Tokyo / Narita, 12, JP, AS) xe-1-4-0-3.a00.tokyjp09.jp.ce.gin.ntt.net                                                           
S (4775)  apcn-2 ✓ || eac-c2c ©
╰─ 112.198.1.105   4775    77.524         (Makati City, Metro Manila, PH, AS)                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   27.111.84.21    135132  74.343        (Cebu City, Central Visayas, PH, AS) ph-ceb-as135132.anchors.atlas.ripe.net                                                              
