   152.195.88.35   15133   0.0                       (Miami, Florida, US, NA)                                                                                                     
   152.195.88.33   15133   1.401                     (Miami, Florida, US, NA)                                                                                                     
   62.115.155.94   1299    0.881                     (Miami, Florida, US, NA) mai-b2-link.ip.twelve99.net                                                                         
   62.115.119.230  1299    29.236                 (Ashburn, Virginia, US, NA) rest-bb1-link.ip.twelve99.net                                                                       
   62.115.126.71   1299    30.303                (Richmond, Virginia, US, NA) rich-b1-link.ip.twelve99.net                                                                        
   62.115.161.83   1299    30.924                 (Ashburn, Virginia, US, NA) qualitytech-ic-355834.ip.twelve99-cust.net                                                          
   209.10.65.63    53907   30.298              (Glen Allen, Virginia, US, NA)                                                                                                     
   209.10.80.169   53907   30.715              (Glen Allen, Virginia, US, NA)                                                                                                     
   23.152.192.245  53698   30.282                (Richmond, Virginia, US, NA) us-rcd-as53698-client.anchors.atlas.ripe.net                                                        
