   103.143.136.43  63781   0.0                         (Tokyo, Tokyo, JP, AS) koba-103-143-136-43.rev.kobayashi.ad.jp                                                             
   103.143.136.62  63781   2.782                       (Tokyo, Tokyo, JP, AS) koba-103-143-136-62.rev.kobayashi.ad.jp                                                             
   103.143.136.29  63781   0.313                       (Tokyo, Tokyo, JP, AS) bgprt2-ospfrt1.kobayashi.ad.jp                                                                      
   103.41.60.165   10010   0.283                       (Tokyo, Tokyo, JP, AS) bgp4.tokyo-ix.v4.open.ad.jp                                                                         
   150.99.184.33   2907    1.776                       (Tokyo, Tokyo, JP, AS)                                                                                                     
   150.99.10.187   2907    1.831                         (None, None, JP, AS) *                                                                                                   
   202.232.6.17    2497    2.014                       (Tokyo, Tokyo, JP, AS)                                                                                                     
   202.232.8.138   2497    2.421                       (Osaka, Ōsaka, JP, AS)                                                                                                     
   63.223.16.82    3491    2.632                          (Tokyo, 13, JP, AS) HundredGE0-3-0-0.br03.tok01.pccwbtn.net                                                             
   63.222.190.5    3491    2.257                       (Tokyo, Tokyo, JP, AS)                                                                                                     
