   139.99.78.22    16276   0.0                 (Singapore, Singapore, SG, AS) sg-sin-as16276.anchors.atlas.ripe.net                                                               
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   10.29.210.254   *       0.434                                          ***                                                                                                     
   10.29.192.52    *       0.382                                          ***                                                                                                     
   10.29.135.96    *       0.638                                          ***                                                                                                     
   10.133.65.54    *       0.631                                          ***                                                                                                     
   10.75.0.78      *       0.577                                          ***                                                                                                     
   10.75.248.14    *       0.907                                          ***                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   10.200.0.198    *       1.713                                          ***                                                                                                     
   103.16.102.146  6939    2.382                     (Singapore, 1, SG, None) argon.sgix.sg                                                                                       
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
╭─ 45.77.39.153    20473   2.645               (Singapore, Singapore, SG, AS) router01-vul-sin.as151332.net                                                                       
S (20473, 7545)  australia-singapore-cable-asc ✓ || indigo-west ✓ || seamewe-3 ✓
╰─ 203.192.83.254  7545    97.549               (Melbourne, Victoria, AU, OC) ip-254-83-192-203.static.pipenetworks.com                                                           
   103.179.37.157  151332  93.817               (Melbourne, Victoria, AU, OC)                                                                                                     
