   212.10.11.213   39642   0.0               (Kolding, South Denmark, DK, EU) dk-kol-as39642.anchors.atlas.ripe.net                                                               
   212.10.11.210   39642   0.453             (Kolding, South Denmark, DK, EU) be2-2615.dck-pe01.link.stofa.net                                                                    
   212.10.13.206   39642   1.329             (Kolding, South Denmark, DK, EU) be-214.koldb-dist01.ip.norlys.io                                                                    
   139.45.18.115   43557   0.85              (Kolding, South Denmark, DK, EU) be-190.koldb-cor03.ip.norlys.io                                                                     
   139.45.29.184   43557   1.023             (Kolding, South Denmark, DK, EU) be-207.koldt-br01.ip.norlys.io                                                                      
   139.45.29.183   43557   4.409         (Silkeborg, Central Jutland, DK, EU) be-206.koldt-cor03.ip.norlys.io                                                                     
   139.45.18.200   43557   4.372         (Silkeborg, Central Jutland, DK, EU) be-183.ejby-cor03.ip.norlys.io                                                                      
   139.45.29.180   43557   4.448         (Silkeborg, Central Jutland, DK, EU) be-206.taa01br01.ip.norlys.io                                                                       
   212.237.192.221 *       4.473         (Copenhagen, Capital Region, DK, EU) netnod-ix-cph-blue-9000.one.com                                                                     
   46.30.208.71    51468   4.639         (Copenhagen, Capital Region, DK, EU)                                                                                                     
