   104.131.160.184 14061   0.0                  (Clifton, New Jersey, US, NA) us-nyc-as14061.anchors.atlas.ripe.net                                                               
   ***             *       -inf                                           *** *                                                                                                   
   10.74.132.63    *       0.462                                          ***                                                                                                     
   138.197.248.254 *       0.973            (New York City, New York, US, NA)                                                                                                     
   138.197.248.58  *       0.536            (New York City, New York, US, NA)                                                                                                     
   138.197.244.36  *       9.261            (New York City, New York, US, NA)                                                                                                     
   157.238.179.69  2914    1.02             (New York City, New York, US, NA) ce-3-1-0.a02.nycmny17.us.bb.gin.ntt.net                                                             
   129.250.3.8     2914    2.011            (New York City, New York, US, NA) ae-15.r20.nwrknj03.us.bb.gin.ntt.net                                                                
   129.250.6.53    2914    1.949                         (None, None, US, NA) ae-1.sayonara-dorian.r00.nwrknj03.us.bb.gin.ntt.net                                                 
   66.208.229.225  7922    1.727                         (Newark, NJ, US, NA) be-200-pe11.newark.nj.ibone.comcast.net                                                             
   96.110.33.241   7922    1.796                         (Newark, NJ, US, NA) be-2111-cs01.newark.nj.ibone.comcast.net                                                            
   96.110.34.126   7922    7.15                         (Ashburn, VA, US, NA) be-2412-pe12.ashburn.va.ibone.comcast.net                                                           
   71.25.197.218   7922    7.418                 (Sterling, Virginia, US, NA)                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   199.119.65.28   57695   6.339                 (Washington, DC, VA, US, NA) po-28.lag.iad01.us.misaka.io                                                                        
   199.119.65.55   917     7.352                  (Ashburn, Virginia, US, NA) us-qas-as57695.anchors.atlas.ripe.net                                                               
