   103.170.232.152 142616  0.0                         (Tokyo, Tokyo, JP, AS) user-103-170-232-152.nrt04.jp.misaka.io                                                             
   103.170.232.11  142616  0.091                       (Tokyo, Tokyo, JP, AS) po-31.lag.nrt04.jp.misaka.io                                                                        
   103.170.232.3   142616  0.396                       (Tokyo, Tokyo, JP, AS) spine2.nrt04.jp.misaka.io                                                                           
   199.119.64.138  969     0.282                       (Tokyo, Tokyo, JP, AS) e54-10.cr1a.eqty8.nrt4.jp.917.as                                                                    
   199.119.64.95   969     0.291                       (Tokyo, Tokyo, JP, AS) po100.cr2a.eqty8.nrt4.jp.917.as                                                                     
   84.17.33.106    60068   0.306                       (Tokyo, Tokyo, JP, AS) po66-3518.cr01.nrt04.jp.misaka.io                                                                   
╭─ 63.217.103.9    3491    0.562                          (Tokyo, 13, JP, AS) 63-217-103-9.static.pccwglobal.net                                                                  
S (3491)  apcn-2 👍 || korea-japan-cable-network-kjcn ✓ || eac-c2c ✓ || asia-pacific-gateway-apg ✓
╰─ 63.218.148.102  3491    30.653                       (Seoul, None, KR, AS) Bundle-Ether43.br04.seo01.pccwbtn.net                                                               
   63.222.106.8    3491    30.519                      (Seoul, Seoul, KR, AS) 63-222-106-8.static.pccwglobal.net                                                                  
