   109.230.214.3   199610  0.0                       (Miami, Florida, US, NA)                                                                                                     
   31.214.134.1    199610  0.277                     (Miami, Florida, US, NA)                                                                                                     
   85.190.172.66   *       0.288                     (Miami, Florida, US, NA)                                                                                                     
   92.223.107.230  199524  0.866                     (Miami, Florida, US, NA)                                                                                                     
   198.32.242.176  6939    3.499                        (Miami, FL, US, None) *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   184.104.197.54  6939    12.814                      (New York, NY, US, NA) 100ge0-79.core3.nyc4.he.net                                                                         
   216.66.23.18    6597    13.612                       (Atlanta, GA, US, NA) coloblox-llc.10gigabitethernet7-4.core1.atl1.he.net                                                 
   208.73.216.179  6597    12.835                       (Atlanta, GA, US, NA) 1-49.er20.ag1.atl1.coloblox.net                                                                     
   209.195.0.34    6597    12.784                  (Atlanta, Georgia, US, NA)                                                                                                     
