   213.158.113.5   13101   0.0                     (Hamburg, Hamburg, DE, EU) ripe-anchor.gallifrey.tng.de                                                                        
   213.158.113.28  13101   0.497           (Kiel, Schleswig-Holstein, DE, EU)                                                                                                     
   82.97.188.4     13101   0.708           (Kiel, Schleswig-Holstein, DE, EU) kel13.tng.de                                                                                        
   213.178.65.156  13101   0.701           (Kiel, Schleswig-Holstein, DE, EU) kel1.tng.de                                                                                         
   213.178.80.33   13101   0.685 (3.093)              (Hamburg, Hamburg, DE, EU) ham1.tng.de                                                                                         
╭─ 213.178.80.65   13101   8.456              (Frankfurt am Main, HE, DE, EU) fra1.tng.de                                                                                         
S&T (13101, 8473)  baltica ✓
╰─ 80.81.194.54    8473    28.997                          (Malmo, M, SE, EU) de-cix-gw.bahnhof.net                                                                               
   176.10.179.84   8473    28.991                          (Malmo, M, SE, EU) mmo-cr1.mmo-cr4.bahnhof.net                                                                         
   192.42.97.214   8473    28.787                      (Malmö, Skåne, SE, EU) se-mma-as8473.anchors.atlas.ripe.net                                                                
