   209.189.223.8   7752    0.0                  (Seattle, Washington, US, NA) 209-189-223-8.ip.threshinc.net                                                                      
   209.189.223.13  7752    0.442                (Seattle, Washington, US, NA) 209-189-223-13.ip.threshinc.net                                                                     
   209.189.201.203 7752    0.583                (Seattle, Washington, US, NA) eth47.br01.sttlwawb.pop.threshinc.net                                                               
   62.115.191.164  1299    0.466                (Seattle, Washington, US, NA) sea-b1-link.ip.twelve99.net                                                                         
   62.115.132.152  1299    22.913              (San Jose, California, US, NA) sjo-b23-link.ip.twelve99.net                                                                        
   62.115.115.216  1299    24.416           (Santa Clara, California, US, NA) palo-b24-link.ip.twelve99.net                                                                       
   62.115.119.91   1299    36.071           (Los Angeles, California, US, NA) lax-b22-link.ip.twelve99.net                                                                        
   62.115.44.181   1299    33.852           (Los Angeles, California, US, NA) marbisgmbh-ic-383539.ip.twelve99-cust.net                                                           
   37.10.126.72    199610  31.246           (Los Angeles, California, US, NA)                                                                                                     
