   208.73.138.12   32425   0.0                    (Ashland, Virginia, US, NA)                                                                                                     
   208.73.138.1    32425   0.624               (Glen Allen, Virginia, US, NA)                                                                                                     
   208.73.136.42   32425   0.776               (Glen Allen, Virginia, US, NA) sw-pxf-mmr-n3k2.v986.xe.pxfactorydc.net                                                             
   208.73.136.134  32425   0.399                        (Ashland, VA, US, NA) r-pxf-ce1.v971.xe.qts.pxfactorydc.net                                                               
   208.73.136.205  32425   2.096                  (Ashland, Virginia, US, NA)                                                                                                     
   213.248.73.48   1299    2.36        (Washington, Washington, D.C., US, NA) mans-b1-link.ip.twelve99.net                                                                        
   62.115.125.48   1299    2.9                  (Arlington, Virginia, US, NA) rest-bb1-link.ip.twelve99.net                                                                       
   62.115.140.101  1299    3.414                  (Ashburn, Virginia, US, NA) rest-b6-link.ip.twelve99.net                                                                        
   213.248.84.145  1299    16.668                 (Ashburn, Virginia, US, NA) max-ic-319129.ip.twelve99-cust.net                                                                  
   206.196.178.150 10886   14.614                  (Reston, Virginia, US, NA) us-xqm-as10886.anchors.atlas.ripe.net                                                               
