   104.238.161.230 20473   0.0                          (Ōi, Saitama, JP, AS) 104.238.161.230.vultrusercontent.com                                                                
   ***             *       -inf                                           *** *                                                                                                   
   209.222.31.33   20473   1.032 (11.962)          (Motoyoyogichō, Tokyo, JP, AS) vl199-ds1-j2-r235.tyo2.constant.com                                                                 
   10.71.1.205     *       1.098                                          ***                                                                                                     
   10.71.3.29      *       0.979                                          ***                                                                                                     
╭─ 62.115.41.150   1299    0.546                       (Tokyo, Tokyo, JP, AS) tky-b2-link.ip.twelve99.net                                                                         
S (1299)  japan-u-s-cable-network-jus ✓ || tata-tgn-pacific ✓ || pacific-crossing-1-pc-1 ✓ || faster ✓ || jupiter ✓
╰─ 62.115.123.140  1299    107.319             (San Jose, California, US, NA) sjo-b23-link.ip.twelve99.net                                                                        
   80.239.195.63   1299    104.578             (San Jose, California, US, NA) lumen-ic-333037.ip.twelve99-cust.net                                                                
   4.69.206.169    3356    138.636                       (Dallas, TX, US, NA) ae2.3609.edge2.Dallas2.level3.net                                                                   
   4.14.135.90     19750   146.591                       (Dallas, TX, US, NA) CRITEO.edge2.Dallas2.Level3.net                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   74.119.118.196  19750   141.431                    (Dallas, Texas, US, NA)                                                                                                     
   74.119.118.17   19750   141.805                    (Dallas, Texas, US, NA)                                                                                                     
