   203.41.0.43     1221    0.0              (Sydney, New South Wales, AU, OC)                                                                                                     
   203.41.0.41     1221    0.202            (Sydney, New South Wales, AU, OC)                                                                                                     
   203.48.8.166    1221    0.301            (Sydney, New South Wales, AU, OC) tel4239945.lnk.telstra.net                                                                          
   203.48.8.165    1221    0.863            (Sydney, New South Wales, AU, OC) bundle-ether803-206.chw-edge903.sydney.telstra.net                                                  
   203.50.11.176   1221    0.722                        (Sydney, NSW, AU, OC) bundle-ether17.chw-core10.sydney.telstra.net                                                        
   203.50.13.131   1221    11.353               (Melbourne, Victoria, AU, OC) bundle-ether3.win-core30.melbourne.telstra.net                                                      
   203.50.11.195   1221    11.595                    (Melbourne, VIC, AU, OC) bundle-ether1.win-edge903.melbourne.telstra.net                                                     
   203.48.8.54     1221    12.109               (Melbourne, Victoria, AU, OC) tel4239919.lnk.telstra.net                                                                          
   ***             *       -inf                                           *** *                                                                                                   
   203.41.0.51     1221    12.211               (Melbourne, Victoria, AU, OC)                                                                                                     
