   139.99.78.22    16276   0.0                 (Singapore, Singapore, SG, AS) sg-sin-as16276.anchors.atlas.ripe.net                                                               
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   10.29.210.254   *       0.482                                          ***                                                                                                     
   10.29.192.54    *       0.51                                           ***                                                                                                     
   10.29.135.102   *       0.677                                          ***                                                                                                     
   10.133.65.56    *       1.079                                          ***                                                                                                     
   10.75.0.74      *       0.822                                          ***                                                                                                     
   10.75.248.14    *       1.176                                          ***                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   10.200.0.198    *       1.801                                          ***                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   63.243.180.65   6453    2.618               (Singapore, Singapore, SG, AS) if-bundle-19-2.qcore1.esin4-singapore.as6453.net                                                    
╭─ 63.217.24.61    3491    2.103                       (Singapore, 4, SG, AS) *                                                                                                   
S (3491)  apcn-2 👍 || eac-c2c ✓ || seamewe-3 👍 || southeast-asia-japan-cable-sjc ✓ || tata-tgn-intra-asia-tgn-ia ✓ || asia-submarine-cable-express-asecahaya-malaysia ✓ || asia-america-gateway-aag-cable-system ✓
╰─ 63.218.122.178  3491    47.662                         (Manila, 0, PH, AS) TenGE0-0-2-1.br02.mnl01.pccwbtn.net                                                                 
   63.222.187.5    3491    50.803              (Manila, Metro Manila, PH, AS)                                                                                                     
