   144.172.124.251 397031  0.0              (New York City, New York, US, NA)                                                                                                     
   144.172.124.225 397031  0.46 (3.911)       (New York City, New York, US, NA)                                                                                                     
   204.68.252.166  *       0.92                (Bloomfield, New York, US, NA) be5974.nr51.b024352-0.jfk01.atlas.cogentco.com                                                      
   154.24.67.21    174     1.345            (New York City, New York, US, NA) be2239.rcr23.jfk01.atlas.cogentco.com                                                               
   154.54.84.201   13335   1.623                       (New York, NY, US, NA) be2896.ccr41.jfk02.atlas.cogentco.com                                                               
   154.54.40.106   174     7.193 (37.275)                (Washington, DC, US, NA) be2806.ccr41.dca01.atlas.cogentco.com                                                               
   154.54.81.174   174     7.038                     (Washington, DC, US, NA) be3309.agr22.dca01.atlas.cogentco.com                                                               
   154.24.64.186   174     7.88                      (Washington, DC, US, NA) te0-0-2-3.nr11.b005897-1.dca01.atlas.cogentco.com                                                   
   38.122.166.6    10886   7.276                        (Memphis, TN, US, NA) *                                                                                                   
   206.196.178.150 10886   7.127                   (Reston, Virginia, US, NA) us-xqm-as10886.anchors.atlas.ripe.net                                                               
