   152.195.80.35   15133   0.0                     (Atlanta, Georgia, US, NA)                                                                                                     
   152.195.80.33   15133   1.211                   (Atlanta, Georgia, US, NA)                                                                                                     
   129.250.192.225 2914    2.002                   (Atlanta, Georgia, US, NA) ae-3.a02.atlnga05.us.bb.gin.ntt.net                                                                 
   129.250.4.192   2914    1.28                          (None, None, US, NA) ae-7.sayonara-dorian.r23.atlnga05.us.bb.gin.ntt.net                                                 
   129.250.4.165   2914    12.289                        (None, None, US, NA) ae-4.sayonara-dorian.r25.asbnva02.us.bb.gin.ntt.net                                                 
   129.250.6.117   2914    17.469                        (None, None, US, NA) ae-4.sayonara-dorian.r21.nwrknj03.us.bb.gin.ntt.net                                                 
   129.250.3.17    2914    17.29                         (None, None, US, NA) ae-1.sayonara-dorian.r00.lsanca07.us.bb.gin.ntt.net                                                 
   128.241.1.14    15133   20.802                      (New York, NY, US, NA) ce-0-13-0-0.r00.nycmny17.us.ce.gin.ntt.net                                                          
   152.195.68.35   15133   20.145           (New York City, New York, US, NA)                                                                                                     
