   104.238.161.230 20473   0.0                          (Ōi, Saitama, JP, AS) 104.238.161.230.vultrusercontent.com                                                                
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   10.71.1.205     *       1.777                                          ***                                                                                                     
   10.71.0.245     *       2.21                                           ***                                                                                                     
╭─ 120.88.54.97    2914    0.839                       (Tokyo, Tokyo, JP, AS) ce-3-5-3.a01.tokyjp09.jp.bb.gin.ntt.net                                                             
S (2914)  
╰─ 129.250.7.55    2914    1.816                         (None, None, US, NA) ae-1.r30.tokyjp05.jp.bb.gin.ntt.net                                                                 
   129.250.4.142   2914    113.854                       (None, None, US, NA) ae-5.sayonara-dorian.r24.sttlwa01.us.bb.gin.ntt.net                                                 
   129.250.2.73    2914    115.757                       (None, None, US, NA) ae-0.sayonara-dorian.a02.sttlwa01.us.bb.gin.ntt.net                                                 
   128.241.1.62    20940   95.608                       (Seattle, WA, US, NA) ae-0.akamai.sttlwa01.us.bb.gin.ntt.net                                                              
   23.209.163.34   20940   95.046                       (Seattle, WA, US, NA) ae11.r01.sea01.icn.netarch.akamai.com                                                               
   23.193.112.241  20940   106.892             (San Jose, California, US, NA) ae3.r01.sjc01.icn.netarch.akamai.com                                                                
   23.207.232.37   20940   109.618                     (San Jose, CA, US, NA) ae1.r12.sjc01.ien.netarch.akamai.com                                                                
   23.203.158.53   20940   110.243              (Fremont, California, US, NA) a23-203-158-53.deploy.static.akamaitechnologies.com                                                 
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   45.79.110.82    63949   107.322              (Fremont, California, US, NA) li1209-82.members.linode.com                                                                        
