   170.39.227.194  917     0.0                  (Seattle, Washington, US, NA) us-sea-as57695.anchors.atlas.ripe.net                                                               
   ***             *       -inf                                           *** *                                                                                                   
   170.39.227.2    917     0.291                (Seattle, Washington, US, NA) v210.cr01.sea02.us.misaka.io                                                                        
   84.17.33.8      60068   0.341                (Seattle, Washington, US, NA) po77-3528.cr01.sea02.us.misaka.io                                                                   
   38.88.253.217   174     0.884                (Seattle, Washington, US, NA) be5985.ccr22.sea02.atlas.cogentco.com                                                               
   154.54.95.209   174     1.874                (Seattle, Washington, US, NA)                                                                                                     
   154.54.42.122   174     2.491                        (Seattle, WA, US, NA) be3320.rcr12.sea05.atlas.cogentco.com                                                               
   154.24.49.154   174     2.306                       (New York, NY, US, NA) te0-0-2-0.nr11.b000950-0.jfk02.atlas.cogentco.com                                                   
   38.122.91.114   174     1.44                 (Seattle, Washington, US, NA)                                                                                                     
   166.0.65.4      396163  1.505                (Seattle, Washington, US, NA)                                                                                                     
