   212.116.14.178  6659    0.0                     (Hamburg, Hamburg, DE, EU)                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   212.116.21.244  6659    1.166     (Norderstedt, Schleswig-Holstein, DE, EU)                                                                                                     
   194.15.144.153  *       1.058     (Norderstedt, Schleswig-Holstein, DE, EU)                                                                                                     
   85.119.200.129  61157   0.566     (Norderstedt, Schleswig-Holstein, DE, EU) ae4.cr1.ham5.plusserver.com                                                                         
   85.119.200.201  61157   1.24                         (Hamburg, HH, DE, EU) ae1.cr2.ham1.plusserver.com                                                                         
   85.119.200.177  61157   1.866                        (Hamburg, HH, DE, EU) ae0.cr1.ham1.plusserver.com                                                                         
   193.42.155.23   29505   2.475                        (Hamburg, HH, DE, EU) as29505.hamburg.megaport.com                                                                        
   85.233.1.4      29505   2.561                   (Hamburg, Hamburg, DE, EU) eth49-1.rt-core-lbc-sue-01.net.glasfaser.swhl.de                                                    
   85.233.1.54     29505   2.625         (Lübeck, Schleswig-Holstein, DE, EU) de-lbc-as29505.anchors.atlas.ripe.net                                                               
