   170.39.227.194  917     0.0                  (Seattle, Washington, US, NA) us-sea-as57695.anchors.atlas.ripe.net                                                               
   ***             *       -inf                                           *** *                                                                                                   
   170.39.227.2    917     0.349                (Seattle, Washington, US, NA) v210.cr01.sea02.us.misaka.io                                                                        
   84.17.33.8      60068   0.307                (Seattle, Washington, US, NA) po77-3528.cr01.sea02.us.misaka.io                                                                   
   62.115.166.36   1299    0.804                (Seattle, Washington, US, NA) sea-b1-link.ip.twelve99.net                                                                         
   62.115.132.152  1299    22.999              (San Jose, California, US, NA) sjo-b23-link.ip.twelve99.net                                                                        
   62.115.115.216  1299    21.041           (Santa Clara, California, US, NA) palo-b24-link.ip.twelve99.net                                                                       
   62.115.119.91   1299    35.81            (Los Angeles, California, US, NA) lax-b22-link.ip.twelve99.net                                                                        
   62.115.44.181   1299    34.885           (Los Angeles, California, US, NA) marbisgmbh-ic-383539.ip.twelve99-cust.net                                                           
   37.10.126.72    199610  32.958           (Los Angeles, California, US, NA)                                                                                                     
