   23.155.72.145   64289   0.0              (Santa Clara, California, US, NA)                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   10.10.10.0      *       0.306                                          ***                                                                                                     
   157.238.230.176 2914    0.858               (San Jose, California, US, NA)                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   129.250.5.107   2914    1.128               (San Jose, California, US, NA) ae-2.a00.snjsca09.us.bb.gin.ntt.net                                                                 
   128.241.14.150  20473   10.903                        (None, None, US, NA) xe-0-0-56-0.a01.snjsca04.us.ce.gin.ntt.net                                                          
   10.65.1.230     *       10.551                                         ***                                                                                                     
   10.65.3.198     *       11.556                                         ***                                                                                                     
   10.65.3.34      *       3187.003                                       ***                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   149.28.210.233  20473   10.351           (Santa Clara, California, US, NA) 149.28.210.233.vultrusercontent.com                                                                 
