   139.99.78.22    16276   0.0                 (Singapore, Singapore, SG, AS) sg-sin-as16276.anchors.atlas.ripe.net                                                               
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   10.29.210.254   *       0.693                                          ***                                                                                                     
   10.29.192.52    *       0.78                                           ***                                                                                                     
   10.29.135.96    *       0.565                                          ***                                                                                                     
   10.133.65.54    *       0.839                                          ***                                                                                                     
   10.75.0.78      *       0.763                                          ***                                                                                                     
   10.75.248.14    *       1.173                                          ***                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   10.200.0.196    *       1.362                                          ***                                                                                                     
   27.111.230.188  *       1.154               (Singapore, Singapore, SG, AS) 140443.sgw.equinix.com                                                                              
   ***             *       -inf                                           *** *                                                                                                   
   202.70.132.2    140443  1.075               (Singapore, Singapore, SG, AS) 2.132.70.202.in-addr.herza.id                                                                       
   202.70.133.25   140443  1.085               (Singapore, Singapore, SG, AS) 25.133.70.202.in-addr.herza.id                                                                      
