   144.202.18.114  20473   0.0                     (Atlanta, Georgia, US, NA) 144.202.18.114.vultrusercontent.com                                                                 
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   10.77.0.89      *       1.103                                          ***                                                                                                     
   10.77.1.89      *       0.866                                          ***                                                                                                     
   10.77.1.94      *       0.866                                          ***                                                                                                     
   206.71.12.20    *       1.198                   (Atlanta, Georgia, US, NA)                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   216.66.15.254   23520   15.68                    (North Miami, FL, US, NA) asurnet-inc.100gigabitethernet7-1.core1.mia1.he.net                                                 
   69.79.104.1     23520   15.853                   (North Miami, FL, US, NA) ae1.nmi-mx2020-2.north-miami.fl.usa.cwc.com                                                         
╭─ 69.79.102.47    64126   31.647                        (None, None, US, NA) *                                                                                                   
S (64126, 264605)  
╰─ 131.108.236.65  264605  32.961                           (Moca, 9, DO, NA) *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   138.255.248.5   264605  33.441          (Moca, Espaillat Province, DO, NA)                                                                                                     
