   63.218.212.242  3491    0.0               (El Segundo, California, US, NA) yomura.ge-0-0-0-10.br03.lax05.as3491.net                                                            
   63.218.212.241  3491    0.854            (Los Angeles, California, US, NA) ge-0-0-0-10.br03.lax05.as3491.net                                                                   
   63.223.60.158   3491    7.585               (San Jose, California, US, NA) hu0-0-0-13.br06.sjo01.as3491.net                                                                    
   64.62.134.177   6939    7.261               (San Jose, California, US, NA) e0-15.core3.sjc2.he.net                                                                             
   184.104.198.254 6939    7.847               (San Jose, California, US, NA) port-channel7.core2.pao1.he.net                                                                     
   184.105.64.138  6939    26.589                      (Portland, OR, US, NA) 100ge15-1.core1.pdx1.he.net                                                                         
   63.220.192.175  3491    81.503               (Seattle, Washington, US, NA) 63-220-192-175.static.pccwglobal.net                                                                
   ***             *       -inf                                           *** *                                                                                                   
   216.218.135.206 396507  27.491                       (Seattle, WA, US, NA) emerald-onion.e0-10.switch1.sea2.he.net                                                             
   23.129.64.254   396507  26.286               (Seattle, Washington, US, NA)                                                                                                     
