   152.195.68.35   15133   0.0              (New York City, New York, US, NA)                                                                                                     
   152.195.68.33   15133   1.223            (New York City, New York, US, NA)                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   154.54.0.141    174     1.401                       (New York, NY, US, NA) be3496.ccr42.jfk02.atlas.cogentco.com                                                               
   154.54.46.33    174     7.364                         (Boston, MA, US, NA) be3472.ccr32.bos01.atlas.cogentco.com                                                               
   154.54.87.102   174     6.991                         (Boston, MA, US, NA) be3663.agr21.bos01.atlas.cogentco.com                                                               
   38.140.158.2    10961   6.505                      (Cambridge, MA, US, NA) *                                                                                                   
   192.5.208.233   10961   6.629                         (None, None, US, NA) comm595-tunnel-gw01-po1938-futurerouter.bu.edu                                                      
   128.197.255.155 111     6.823              (Boston, Massachusetts, US, NA)                                                                                                     
   204.8.154.50    10961   7.144              (Boston, Massachusetts, US, NA) cs-atlas.bu.edu                                                                                     
