   103.170.25.13   142360  0.0               (Semarang, Central Java, ID, AS) ipv4-13-25-170-103.nexa.net.id                                                                      
   103.170.25.9    142360  0.236             (Semarang, Central Java, ID, AS) ipv4-9-25-170-103.nexa.net.id                                                                       
   103.170.24.249  142360  0.293             (Semarang, Central Java, ID, AS) ipv4-249-24-170-103.nexa.net.id                                                                     
   103.247.126.254 *       0.666             (Semarang, Central Java, ID, AS)                                                                                                     
   218.100.4.157   *       6.983                   (Jakarta, Jakarta, ID, AS)                                                                                                     
   43.230.152.249  *       9.301                   (Jakarta, Jakarta, ID, AS)                                                                                                     
   43.230.152.17   *       9.456                   (Jakarta, Jakarta, ID, AS) cyber-3d-in.kings.id                                                                                
   43.230.153.90   *       9.269                   (Jakarta, Jakarta, ID, AS)                                                                                                     
   180.211.88.22   45725   9.582                   (Jakarta, Jakarta, ID, AS) id-jkt-as45725.anchors.atlas.ripe.net                                                               
