   209.189.223.8   7752    0.0                  (Seattle, Washington, US, NA) 209-189-223-8.ip.threshinc.net                                                                      
   209.189.223.13  7752    0.418                (Seattle, Washington, US, NA) 209-189-223-13.ip.threshinc.net                                                                     
   209.189.201.129 7752    0.357                (Seattle, Washington, US, NA) eth48.br01.sttlwawb.pop.threshinc.net                                                               
   62.115.191.164  1299    0.776                (Seattle, Washington, US, NA) sea-b1-link.ip.twelve99.net                                                                         
   62.115.132.152  1299    21.129              (San Jose, California, US, NA) sjo-b23-link.ip.twelve99.net                                                                        
   62.115.116.41   1299    27.108           (Los Angeles, California, US, NA) lax-b23-link.ip.twelve99.net                                                                        
   62.115.42.33    1299    36.291           (Los Angeles, California, US, NA) vpls-ic-358759.ip.twelve99-cust.net                                                                 
   66.180.193.34   4213    36.167           (Los Angeles, California, US, NA)                                                                                                     
   149.20.160.25   21699   50.051                        (None, None, US, NA) *                                                                                                   
   149.20.162.6    21699   36.262           (Los Angeles, California, US, NA)                                                                                                     
