   149.248.18.65   20473   0.0              (Los Angeles, California, US, NA) 149.248.18.65.vultrusercontent.com                                                                  
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   10.68.2.45      *       0.97                                           ***                                                                                                     
   10.68.1.13      *       0.637                                          ***                                                                                                     
   10.68.1.6       *       0.528                                          ***                                                                                                     
   62.115.149.36   1299    0.53             (Los Angeles, California, US, NA) lax-b3-link.ip.twelve99.net                                                                         
   62.115.126.250  1299    1.029            (Los Angeles, California, US, NA) lax-b23-link.ip.twelve99.net                                                                        
   62.115.116.40   1299    7.05                (San Jose, California, US, NA) sjo-b23-link.ip.twelve99.net                                                                        
   62.115.138.103  1299    7.378                (Fremont, California, US, NA) saca-b1-link.ip.twelve99.net                                                                        
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   128.199.5.28    14061   8.215            (Santa Clara, California, US, NA) us-sjc-as14061.anchors.atlas.ripe.net                                                               
