   202.214.97.16   2497    0.0                      (Hatsudai, Tokyo, JP, AS)                                                                                                     
   202.214.97.2    2497    2.288                       (Tokyo, Tokyo, JP, AS)                                                                                                     
   210.138.93.41   2497    0.468                       (Tokyo, Tokyo, JP, AS)                                                                                                     
   58.138.114.233  2497    0.943                       (Tokyo, Tokyo, JP, AS) tky009ipgw00.iij.net                                                                                
   58.138.114.189  2497    1.007                       (Tokyo, Tokyo, JP, AS) tky009bb00.iij.net                                                                                  
   58.138.112.138  2497    0.71                        (Tokyo, Tokyo, JP, AS)                                                                                                     
   63.222.57.37    3491    1.394                       (Tokyo, Tokyo, JP, AS) 63-222-57-37.static.pccwglobal.net                                                                  
   63.223.16.82    3491    1.961                          (Tokyo, 13, JP, AS) HundredGE0-3-0-0.br03.tok01.pccwbtn.net                                                             
   63.222.190.5    3491    1.298                       (Tokyo, Tokyo, JP, AS)                                                                                                     
