   104.238.161.230 20473   0.0                          (Ōi, Saitama, JP, AS) 104.238.161.230.vultrusercontent.com                                                                
   ***             *       -inf                                           *** *                                                                                                   
   209.222.31.33   20473   1.286 (17.605)          (Motoyoyogichō, Tokyo, JP, AS) vl199-ds1-j2-r235.tyo2.constant.com                                                                 
   10.71.1.9       *       1.295                                          ***                                                                                                     
   10.71.3.25      *       1.492                                          ***                                                                                                     
   62.115.41.150   1299    1.023                       (Tokyo, Tokyo, JP, AS) tky-b2-link.ip.twelve99.net                                                                         
╭─ 62.115.126.135  1299    1.075                       (Tokyo, Tokyo, JP, AS) tky-b3-link.ip.twelve99.net                                                                         
S (1299)  japan-u-s-cable-network-jus ✓ || tata-tgn-pacific ✓ || pacific-crossing-1-pc-1 ✓ || faster ✓ || jupiter ✓
╰─ 62.115.127.10   1299    92.795                  (Portland, Oregon, US, NA) port-b3-link.ip.twelve99.net                                                                        
   62.115.142.89   1299    113.644                 (Portland, Oregon, US, NA) port-b2-link.ip.twelve99.net                                                                        
   62.115.139.133  1299    96.268               (Seattle, Washington, US, NA) sea-b3-link.ip.twelve99.net                                                                         
   62.115.132.157  1299    96.597               (Seattle, Washington, US, NA) sea-b1-link.ip.twelve99.net                                                                         
   62.115.166.37   1299    101.79               (Seattle, Washington, US, NA) datacamp-ic-383205.ip.twelve99-cust.net                                                             
   84.17.33.9      60068   101.822              (Seattle, Washington, US, NA) po77-3528.cr01.sea02.us.misaka.io                                                                   
   170.39.227.9    35487   101.701                      (Seattle, WA, US, NA) po-09.lag.sea02.us.misaka.io                                                                        
   170.39.227.194  917     101.953              (Seattle, Washington, US, NA) us-sea-as57695.anchors.atlas.ripe.net                                                               
