   144.172.124.251 397031  0.0              (New York City, New York, US, NA)                                                                                                     
   144.172.124.225 397031  0.543 (3.996)       (New York City, New York, US, NA)                                                                                                     
   204.68.252.166  *       1.087               (Bloomfield, New York, US, NA) be5974.nr51.b024352-0.jfk01.atlas.cogentco.com                                                      
   154.24.67.21    174     1.119            (New York City, New York, US, NA) be2239.rcr23.jfk01.atlas.cogentco.com                                                               
   154.54.84.201   13335   1.563                       (New York, NY, US, NA) be2896.ccr41.jfk02.atlas.cogentco.com                                                               
   154.54.3.10     174     1.491                       (New York, NY, US, NA) be3362.ccr31.jfk04.atlas.cogentco.com                                                               
   154.54.11.58    3257    1.814                       (New York, NY, US, NA) gtt.jfk04.atlas.cogentco.com                                                                        
   213.200.113.142 3257    32.652                         (Miami, FL, US, NA) ae34.cr6-mia1.ip4.gtt.net                                                                           
   74.199.132.170  3257    32.97                     (Miami, Florida, US, NA) ip4.gtt.net                                                                                         
   177.124.130.57  52863   27.417                    (Miami, Florida, US, NA) security.upx.com                                                                                    
