   37.143.141.141  196745  0.0                       (Poole, England, GB, EU) atlas.datacenta.net                                                                                 
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   193.251.248.53  5511    5.058                    (London, England, GB, EU)                                                                                                     
╭─ 4.68.73.153     3356    4.682                       (London, None, GB, EU) lag-19.ear1.London1.Level3.net                                                                      
S (3356)  exa-north-and-south ✘ || atlantic-crossing-1-ac-1 👍 || flag-atlantic-1-fa-1 © || apollo © || yellow 👍 || tata-tgn-atlantic ✓
╰─ 4.69.209.78     3356    74.062                      (New York, NY, US, NA) ae1.3511.edge2.NewYork6.level3.net                                                                  
   4.30.178.110    3356    74.223           (New York City, New York, US, NA)                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   23.175.209.11   54316   77.866                 (Astoria, New York, US, NA)                                                                                                     
