   80.82.241.134   28792   0.0                      (London, England, GB, EU) 134-241-82-80.in-addr.pblin.net                                                                     
   80.82.241.133   28792   0.691                    (Oxford, England, GB, EU) 133-241-82-80.in-addr.pblin.net                                                                     
   80.82.243.126   28792   0.272                    (Witney, England, GB, EU) gi0-0-1.oxf-core-02.ip.pblin.net                                                                    
   80.82.243.121   28792   2.862                    (London, England, GB, EU) gi2-0-1.lon-core-01.ip.pblin.net                                                                    
   80.82.243.140   28792   3.004                        (Witney, ENG, GB, EU) gi0-0-0.lon-core-02.ip.pblin.net                                                                    
   195.66.226.171  199524  3.333                      (London, ENG, GB, None) *                                                                                                   
   93.123.11.83    199524  3.142                    (London, England, GB, EU)                                                                                                     
   46.251.228.200  199610  4.524                         (None, None, GB, EU) *                                                                                                   
   5.62.127.14     199610  4.711                    (London, England, GB, EU)                                                                                                     
