   209.189.223.8   7752    0.0                  (Seattle, Washington, US, NA) 209-189-223-8.ip.threshinc.net                                                                      
   209.189.223.13  7752    0.319                (Seattle, Washington, US, NA) 209-189-223-13.ip.threshinc.net                                                                     
   209.189.201.129 7752    0.291                (Seattle, Washington, US, NA) eth48.br01.sttlwawb.pop.threshinc.net                                                               
   62.115.191.164  1299    0.679                (Seattle, Washington, US, NA) sea-b1-link.ip.twelve99.net                                                                         
   195.12.254.197  1299    0.953                (Seattle, Washington, US, NA) lumen-ic-351538.ip.twelve99-cust.net                                                                
   4.69.206.169    3356    49.552                        (Dallas, TX, US, NA) ae2.3609.edge2.Dallas2.level3.net                                                                   
   4.14.135.90     19750   50.531                        (Dallas, TX, US, NA) CRITEO.edge2.Dallas2.Level3.net                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   74.119.118.196  19750   52.398                     (Dallas, Texas, US, NA)                                                                                                     
   74.119.118.17   19750   52.727                     (Dallas, Texas, US, NA)                                                                                                     
