   170.39.227.194  917     0.0                  (Seattle, Washington, US, NA) us-sea-as57695.anchors.atlas.ripe.net                                                               
   170.39.227.9    35487   0.172                        (Seattle, WA, US, NA) po-09.lag.sea02.us.misaka.io                                                                        
   170.39.227.2    917     0.245                (Seattle, Washington, US, NA) v210.cr01.sea02.us.misaka.io                                                                        
   84.17.33.10     60068   0.215                (Seattle, Washington, US, NA) po77-3529.cr01.sea02.us.misaka.io                                                                   
   38.88.253.217   174     0.802                (Seattle, Washington, US, NA) be5985.ccr22.sea02.atlas.cogentco.com                                                               
   154.54.2.37     174     0.877                        (Seattle, WA, US, NA) be3053.ccr21.sea02.atlas.cogentco.com                                                               
   205.177.32.41   3491    0.737                        (Seattle, WA, US, NA) 205-177-32-41.static.pccwglobal.net                                                                 
   63.223.43.114   3491    25.446                   (Los Angeles, CA, US, NA) TenGE0-1-0-15.br04.lax05.pccwbtn.net                                                                
   63.223.43.114   3491    25.446                   (Los Angeles, CA, US, NA) TenGE0-1-0-15.br04.lax05.pccwbtn.net                                                                
   63.218.212.242  3491    25.099            (El Segundo, California, US, NA) yomura.ge-0-0-0-10.br03.lax05.as3491.net                                                            
