   202.214.97.16   2497    0.0                      (Hatsudai, Tokyo, JP, AS)                                                                                                     
   202.214.97.2    2497    2.693                       (Tokyo, Tokyo, JP, AS)                                                                                                     
   210.138.93.41   2497    0.497                       (Tokyo, Tokyo, JP, AS)                                                                                                     
   58.138.114.237  2497    0.986                       (Tokyo, Tokyo, JP, AS) tky009ipgw01.iij.net                                                                                
   58.138.114.209  2497    1.007                       (Tokyo, Tokyo, JP, AS) tky009bb01.iij.net                                                                                  
   58.138.98.253   2497    1.264                       (Tokyo, Tokyo, JP, AS) tky001bb01.iij.net                                                                                  
   58.138.101.54   2497    2.486                       (Tokyo, Tokyo, JP, AS) tky001ix52.iij.net                                                                                  
   202.232.8.186   2497    1.818                       (Tokyo, Tokyo, JP, AS)                                                                                                     
   152.195.112.52  15133   1.472                       (Tokyo, Tokyo, JP, AS)                                                                                                     
