   149.20.162.6    21699   0.0              (Los Angeles, California, US, NA)                                                                                                     
   149.20.162.5    21699   0.515 (12.307)       (Los Angeles, California, US, NA)                                                                                                     
   149.20.160.24   21699   0.321            (Los Angeles, California, US, NA)                                                                                                     
   66.180.193.33   4213    0.736            (Los Angeles, California, US, NA)                                                                                                     
   50.242.151.169  7922    0.787            (Los Angeles, California, US, NA) te-0-1-0-1-8-pe01.losangeles.ca.ibone.comcast.net                                                   
   63.218.73.173   3491    0.877                    (Los Angeles, CA, US, NA) 63-218-73-173.static.pccwglobal.net                                                                 
   63.223.43.114   3491    1.007                    (Los Angeles, CA, US, NA) TenGE0-1-0-15.br04.lax05.pccwbtn.net                                                                
   63.223.43.114   3491    1.007                    (Los Angeles, CA, US, NA) TenGE0-1-0-15.br04.lax05.pccwbtn.net                                                                
   63.218.212.242  3491    0.692             (El Segundo, California, US, NA) yomura.ge-0-0-0-10.br03.lax05.as3491.net                                                            
