   185.51.192.48   60781   0.0               (Haarlem, North Holland, NL, EU)                                                                                                     
   185.51.192.253  60781   0.176             (Haarlem, North Holland, NL, EU)                                                                                                     
   81.17.35.90     *       0.223             (Haarlem, North Holland, NL, EU) ae-23.br01.ams-01.nl.leaseweb.net                                                                   
╭─ 31.31.38.114    *       0.208             (Haarlem, North Holland, NL, EU) po-101.agg01.ams-01.leaseweb.net                                                                    
T ()  
╰─ 31.31.34.53     *       0.208 (6.385)     (Mörfelden-Walldorf, Hesse, DE, EU) et-49-1.bb01.fra-13.leaseweb.net                                                                    
   31.31.36.97     *       11.151          (Frankfurt am Main, Hesse, DE, EU)                                                                                                     
   62.214.137.217  8881    16.651                        (Berlin, BE, DE, EU) *                                                                                                   
   62.214.137.218  200567  19.364             (Frankfurt am Main, HE, DE, EU) fra1ik113.versatel.de                                                                               
   185.70.144.118  200567  22.423                  (Hamburg, Hamburg, DE, EU)                                                                                                     
