   152.195.80.35   15133   0.0                     (Atlanta, Georgia, US, NA)                                                                                                     
   152.195.80.33   15133   1.083                   (Atlanta, Georgia, US, NA)                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   154.54.6.101    174     1.018                        (Atlanta, GA, US, NA) be2847.ccr41.atl01.atlas.cogentco.com                                                               
   154.54.7.157    174     17.819                    (Washington, DC, US, NA) be2112.ccr41.dca01.atlas.cogentco.com                                                               
   154.54.40.105   174     23.212                      (New York, NY, US, NA) be2806.ccr41.jfk02.atlas.cogentco.com                                                               
   154.54.84.202   174     23.367                      (New York, NY, US, NA) be2896.rcr23.jfk01.atlas.cogentco.com                                                               
   154.24.67.22    174     24.164                      (New York, NY, US, NA) be2239.nr51.b024352-0.jfk01.atlas.cogentco.com                                                      
   204.68.252.167  397031  24.967                        (None, None, US, NA) *                                                                                                   
   144.172.124.251 397031  23.709           (New York City, New York, US, NA)                                                                                                     
