   149.248.18.65   20473   0.0              (Los Angeles, California, US, NA) 149.248.18.65.vultrusercontent.com                                                                  
   ***             *       -inf                                           *** *                                                                                                   
   100.100.200.1   *       11.839                                         ***                                                                                                     
   10.68.0.153     *       1.085                                          ***                                                                                                     
   10.68.1.17      *       0.8                                            ***                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   62.115.126.250  1299    0.857            (Los Angeles, California, US, NA) lax-b23-link.ip.twelve99.net                                                                        
   62.115.116.40   1299    7.052               (San Jose, California, US, NA) sjo-b23-link.ip.twelve99.net                                                                        
   62.115.138.103  1299    7.181                (Fremont, California, US, NA) saca-b1-link.ip.twelve99.net                                                                        
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   ***             *       -inf                                           *** *                                                                                                   
   128.199.5.28    14061   7.765            (Santa Clara, California, US, NA) us-sjc-as14061.anchors.atlas.ripe.net                                                               
