   166.0.65.4      396163  0.0                  (Seattle, Washington, US, NA)                                                                                                     
   166.0.65.3      396163  0.222                (Seattle, Washington, US, NA)                                                                                                     
   216.200.68.81   6461    0.558                (Seattle, Washington, US, NA) 0.xe-200-0-57.er1.sea3.us.zip.zayo.com                                                              
   64.125.22.104   6461    0.778 (4.165)           (Seattle, Washington, US, NA) ae20.cs1.sea1.us.zip.zayo.com                                                                       
   64.125.29.103   6461    0.999                        (Seattle, WA, US, NA) ae28.mpr2.sea1.us.zip.zayo.com                                                                      
   205.177.32.53   3491    1.26                         (Seattle, WA, US, NA) 205-177-32-53.static.pccwglobal.net                                                                 
   63.218.50.245   3491    28.478                   (Los Angeles, CA, US, NA) 63-218-50-245.static.pccwglobal.net                                                                 
   63.222.114.151  3491    33.381           (Los Angeles, California, US, NA)                                                                                                     
   ***             *       -inf                                           *** *                                                                                                   
   192.189.157.25  64289   33.394           (Los Angeles, California, US, NA)                                                                                                     
